b,x1,x2,x3,x4,C
-0.46518975,-0.25853459,-0.3095801999999999,-0.009401300000000005,0.7799999999999998,54.0
-0.47038445,-0.22590159,-0.3404751999999999,0.00044789999999999587,0.7699999999999998,66.0
-0.47609045,-0.22565359000000001,-0.35289619999999994,0.006068899999999996,0.7599999999999998,21.0
-0.51305145,-0.36243259,-0.17710119999999993,-0.020112100000000008,0.7699999999999998,24.0
-0.53753745,-0.29925759,-0.25673319999999994,-0.02217230000000001,0.7599999999999998,3.0
-0.52303645,-0.26319059,-0.29729019999999995,-0.038138300000000014,0.7699999999999998,22.0
-0.49655745,-0.36456458999999997,-0.28398019999999996,0.016568699999999985,0.7599999999999998,14.0
-0.49984985,-0.32001259,-0.32969819999999994,0.026456699999999986,0.7499999999999998,11.0
-0.48305085,-0.27794459,-0.37509619999999994,0.002525699999999985,0.7599999999999998,30.0
-0.52055385,-0.41253059000000003,-0.19916419999999993,-0.025245300000000016,0.7699999999999998,14.0
-0.5116026499999999,-0.36479259,-0.24759519999999993,-0.08115430000000003,0.7799999999999998,6.0
-0.48965964999999995,-0.31928959,-0.29735519999999993,-0.10840830000000003,0.7899999999999998,10.0
-0.49345764999999997,-0.32638759,-0.30492719999999995,-0.10396430000000002,0.7799999999999998,109.0
-0.50275465,-0.28841659000000003,-0.35135619999999995,-0.10100730000000002,0.7699999999999998,7.0
-0.47627565,-0.38979059000000005,-0.33804619999999996,-0.04630030000000002,0.7599999999999998,110.0
-0.48147065,-0.35715759,-0.36894119999999997,-0.03645130000000002,0.7499999999999998,85.0
-0.48666565,-0.32452459,-0.3998362,-0.02660230000000002,0.7399999999999998,7.0
-0.49186035,-0.29189159,-0.4307312,-0.01675310000000002,0.7299999999999998,44.0
-0.49705535,-0.25925858999999996,-0.4616262,-0.006904100000000021,0.7199999999999998,25.0
-0.54339335,-0.38676758999999994,-0.29446019999999995,-0.039072100000000026,0.7299999999999998,6.0
-0.52551835,-0.33896758999999993,-0.34582219999999997,-0.07143410000000003,0.7399999999999998,21.0
-0.52931675,-0.3460650899999999,-0.3533938,-0.06699000000000002,0.7299999999999998,14.0
-0.53311475,-0.3531630899999999,-0.3609658,-0.06254600000000002,0.7199999999999998,43.0
-0.53882075,-0.3529150899999999,-0.3733868,-0.05692500000000002,0.7099999999999997,60.0
-0.54401545,-0.32028208999999985,-0.4042818,-0.047075800000000015,0.6999999999999997,333.0
-0.5492104499999999,-0.28764908999999983,-0.43517680000000003,-0.03722680000000002,0.6899999999999997,165.0
-0.5819024499999998,-0.41505508999999985,-0.27960380000000007,-0.03864500000000002,0.6999999999999997,17.0
-0.5579854499999999,-0.3694900899999998,-0.32949180000000006,-0.06763200000000003,0.7099999999999997,8.0
-0.5636914499999999,-0.3692420899999998,-0.34191280000000007,-0.062011000000000024,0.6999999999999997,51.0
-0.5468924499999999,-0.3271740899999998,-0.38731080000000007,-0.08594200000000002,0.7099999999999997,138.0
-0.5390234499999998,-0.4228370899999998,-0.3494438000000001,-0.010908000000000015,0.6999999999999997,32.0
-0.5211484499999999,-0.3750370899999998,-0.4008058000000001,-0.04327000000000002,0.7099999999999997,9.0
-0.5244408499999998,-0.3304850899999998,-0.4465238000000001,-0.033382000000000016,0.6999999999999997,8.0
-0.5614018499999999,-0.4672640899999998,-0.2707288000000001,-0.05956300000000002,0.7099999999999997,40.0
-0.5646938499999998,-0.4227120899999998,-0.3164468000000001,-0.04967500000000002,0.6999999999999997,56.0
-0.5540568499999998,-0.3857550899999998,-0.3580408000000001,-0.06905400000000002,0.7099999999999997,11.0
-0.5592518499999998,-0.3531220899999998,-0.3889358000000001,-0.05920500000000002,0.6999999999999997,10.0
-0.5644468499999997,-0.32048908999999975,-0.4198308000000001,-0.049356000000000025,0.6899999999999997,156.0
-0.6019498499999997,-0.4550750899999998,-0.2438988000000001,-0.07712700000000003,0.6999999999999997,23.0
-0.5816398499999996,-0.4365550899999998,-0.2740198000000001,-0.07709697000000003,0.7099999999999997,12.0
-0.5710028499999996,-0.3995980899999998,-0.3156138000000001,-0.09647597000000002,0.7199999999999998,64.0
-0.5780598499999996,-0.3446170899999998,-0.3989818000000001,-0.06776097000000002,0.7099999999999997,157.0
-0.5832548499999995,-0.31198408999999977,-0.4298768000000001,-0.05791197000000002,0.6999999999999997,26.0
-0.6146778499999995,-0.4423490899999998,-0.2731038000000001,-0.06452847000000002,0.7099999999999997,42.0
-0.6198725499999995,-0.40971608999999976,-0.3039988000000001,-0.054679270000000016,0.6999999999999997,8.0
-0.6231649499999995,-0.3651640899999998,-0.3497168000000001,-0.044791270000000015,0.6899999999999997,9.0
-0.6283599499999994,-0.33253108999999975,-0.3806118000000001,-0.03494227000000001,0.6799999999999997,96.0
-0.6044429499999995,-0.28696608999999973,-0.4304998000000001,-0.06392927000000001,0.6899999999999997,126.0
-0.6380249499999995,-0.35937008999999975,-0.3160808000000001,-0.06964057000000001,0.6999999999999997,4.0
-0.6201499499999995,-0.31157008999999974,-0.3674428000000001,-0.10200257000000001,0.7099999999999997,5.0
-0.6234419499999995,-0.26701808999999976,-0.4131608000000001,-0.09211457,0.6999999999999997,28.0
-0.6604029499999995,-0.40379708999999975,-0.2373658000000001,-0.11829557000000002,0.7099999999999997,27.0
-0.6786189499999995,-0.3390490899999997,-0.3178798000000001,-0.11411007000000002,0.6999999999999997,60.0
-0.6566759499999995,-0.2935460899999997,-0.36763980000000007,-0.14136407,0.7099999999999997,33.0
-0.6364989499999995,-0.2755640899999997,-0.3972208000000001,-0.13926507000000002,0.7199999999999998,37.0
-0.6402973499999994,-0.2826615899999997,-0.4047924000000001,-0.13482097,0.7099999999999997,23.0
-0.6138183499999994,-0.38403558999999965,-0.3914824000000001,-0.08011397,0.6999999999999997,35.0
-0.6190133499999994,-0.3514025899999996,-0.4223774000000001,-0.07026497000000001,0.6899999999999997,66.0
-0.6242083499999993,-0.3187695899999996,-0.45327240000000013,-0.06041597000000001,0.6799999999999997,100.0
-0.6442743499999993,-0.3859595899999996,-0.36311040000000017,-0.05941612000000002,0.6899999999999997,48.0
-0.6494690499999993,-0.35332658999999955,-0.39400540000000017,-0.049566920000000014,0.6799999999999997,24.0
-0.6275260499999993,-0.30782358999999954,-0.4437654000000002,-0.07682092000000001,0.6899999999999997,12.0
-0.6010470499999992,-0.40919758999999956,-0.4304554000000002,-0.022113920000000016,0.6799999999999997,2.0
-0.6043390499999992,-0.3646455899999996,-0.4761734000000002,-0.012225920000000015,0.6699999999999997,8.0
-0.6327300499999993,-0.43094558999999955,-0.3713244000000002,-0.016437220000000016,0.6799999999999997,25.0
-0.6253540499999992,-0.38242058999999956,-0.41931040000000025,-0.07309622000000002,0.6899999999999997,35.0
-0.6305490499999992,-0.34978758999999954,-0.45020540000000026,-0.06324722000000002,0.6799999999999997,79.0
-0.6357440499999991,-0.3171545899999995,-0.48110040000000026,-0.053398220000000024,0.6699999999999997,357.0
-0.6708040499999991,-0.44282158999999954,-0.32949440000000024,-0.06091982000000003,0.6799999999999997,2.0
-0.6801010499999991,-0.40485058999999957,-0.37592340000000024,-0.057962820000000026,0.6699999999999997,46.0
-0.6833934499999991,-0.3602985899999996,-0.4216414000000002,-0.048074820000000025,0.6599999999999997,1.0
-0.663083449999999,-0.3417785899999996,-0.45176240000000023,-0.048044790000000025,0.6699999999999997,156.0
-0.644499449999999,-0.4206385899999996,-0.4351194000000002,-0.029660790000000024,0.6599999999999997,166.0
-0.627700449999999,-0.3785705899999996,-0.4805174000000002,-0.05359179000000003,0.6699999999999997,127.0
-0.6328954499999989,-0.3459375899999996,-0.5114124000000002,-0.04374279000000003,0.6599999999999997,34.0
-0.668880449999999,-0.48253058999999954,-0.3353604000000002,-0.06866979000000004,0.6699999999999997,19.0
-0.656800449999999,-0.44178658999999953,-0.3829954000000002,-0.09479879000000004,0.6799999999999997,2.0
-0.641904449999999,-0.40749858999999955,-0.4233044000000002,-0.10905779000000003,0.6899999999999997,74.0
-0.6402936499999989,-0.34287458999999954,-0.5068774000000003,-0.09384179000000004,0.6799999999999997,16.0
-0.6324246499999989,-0.43853758999999953,-0.46901040000000027,-0.018807790000000033,0.6699999999999997,140.0
-0.614549649999999,-0.3907375899999995,-0.5203724000000003,-0.051169790000000034,0.6799999999999997,14.0
-0.6583226499999989,-0.44590458999999955,-0.4109824000000003,-0.05525179000000004,0.6899999999999997,25.0
-0.6616150499999989,-0.40135258999999956,-0.4567004000000003,-0.045363790000000036,0.6799999999999997,40.0
-0.6396720499999988,-0.35584958999999955,-0.5064604000000003,-0.07261779000000004,0.6899999999999997,57.0
-0.6448670499999988,-0.3232165899999995,-0.5373554000000003,-0.06276879000000005,0.6799999999999997,9.0
-0.6518549499999988,-0.3569875899999995,-0.49614440000000026,-0.047725790000000046,0.6899999999999997,30.0
-0.6854369499999988,-0.42939158999999955,-0.38172540000000027,-0.05343709000000005,0.6999999999999997,1.0
-0.6703599499999988,-0.40979558999999954,-0.41230940000000027,-0.054661390000000046,0.7099999999999997,29.0
-0.6464429499999989,-0.3642305899999995,-0.46219740000000026,-0.08364839000000004,0.7199999999999998,19.0
-0.6516376499999988,-0.3315975899999995,-0.49309240000000026,-0.07379919000000004,0.7099999999999997,4.0
-0.6839426499999989,-0.4037325899999995,-0.37665940000000026,-0.08326049000000005,0.7199999999999998,17.0
-0.6891376499999988,-0.3710995899999995,-0.40755440000000026,-0.07341149000000005,0.7099999999999997,13.0
-0.6924300499999988,-0.3265475899999995,-0.45327240000000024,-0.06352349000000004,0.6999999999999997,49.0
-0.6845610499999988,-0.4222105899999995,-0.41540540000000026,0.01151050999999996,0.6899999999999997,148.0
-0.6686570499999988,-0.4000895899999995,-0.4465884000000003,0.01033800999999996,0.6999999999999997,83.0
-0.6467140499999987,-0.3545865899999995,-0.49634840000000024,-0.01691599000000004,0.7099999999999997,46.0
-0.6794060499999988,-0.4819925899999995,-0.3407754000000003,-0.018334190000000042,0.7199999999999998,5.0
-0.6777952499999987,-0.4173685899999995,-0.4243484000000003,-0.0031181900000000415,0.7099999999999997,3.0
-0.6810872499999987,-0.3728165899999995,-0.4700664000000003,0.0067698099999999595,0.6999999999999997,2.0
-0.6862822499999987,-0.3401835899999995,-0.5009614000000002,0.01661880999999996,0.6899999999999997,83.0
-0.7146732499999987,-0.40648358999999945,-0.39611240000000025,0.012407509999999958,0.6999999999999997,2.0
-0.7198682499999987,-0.3738505899999994,-0.42700740000000026,0.02225650999999996,0.6899999999999997,43.0
-0.6995582499999986,-0.35533058999999945,-0.45712840000000027,0.02228653999999996,0.6999999999999997,77.0
-0.7047532499999986,-0.3226975899999994,-0.4880234000000003,0.03213553999999996,0.6899999999999997,11.0
-0.6808362499999986,-0.2771325899999994,-0.5379114000000003,0.0031485399999999636,0.6999999999999997,32.0
-0.6827443499999986,-0.3684295899999994,-0.5006614000000003,0.06137253999999996,0.6899999999999997,25.0
-0.7197053499999986,-0.5052085899999994,-0.3248664000000002,0.03519153999999996,0.6999999999999997,274.0
-0.7107541499999985,-0.4574705899999994,-0.3732974000000002,-0.02071746000000005,0.7099999999999997,9.0
-0.7033781499999985,-0.4089455899999994,-0.42128340000000025,-0.07737646000000005,0.7199999999999998,7.0
-0.6830681499999984,-0.39042558999999943,-0.45140440000000026,-0.07734643000000005,0.7299999999999998,37.0
-0.6882628499999984,-0.3577925899999994,-0.48229940000000027,-0.06749723000000005,0.7199999999999998,154.0
-0.7264658499999984,-0.4883435899999994,-0.3127164000000002,-0.09054923000000005,0.7299999999999998,47.0
-0.7085908499999984,-0.4405435899999994,-0.36407840000000025,-0.12291123000000005,0.7399999999999998,5.0
-0.7178878499999984,-0.4025725899999994,-0.41050740000000024,-0.11995423000000005,0.7299999999999998,9.0
-0.6939708499999985,-0.3570075899999994,-0.46039540000000023,-0.14894123000000004,0.7399999999999998,18.0
-0.6991658499999984,-0.32437458999999935,-0.49129040000000024,-0.13909223000000004,0.7299999999999998,29.0
-0.6979034499999984,-0.4275905899999993,-0.4541694000000002,-0.07790723000000004,0.7199999999999998,46.0
-0.6777264499999984,-0.40960858999999933,-0.48375040000000025,-0.07580823000000003,0.7299999999999998,178.0
-0.6810184499999984,-0.36505658999999935,-0.5294684000000003,-0.06592023000000002,0.7199999999999998,118.0
-0.7137104499999984,-0.49246258999999937,-0.3738954000000003,-0.06733843000000002,0.7299999999999998,24.0
-0.7016304499999985,-0.45171858999999936,-0.4215304000000003,-0.09346743000000002,0.7399999999999998,14.0
-0.7068254499999984,-0.41908558999999934,-0.4524254000000003,-0.08361843000000002,0.7299999999999998,84.0
-0.6848824499999984,-0.3735825899999993,-0.5021854000000003,-0.11087243000000002,0.7399999999999998,22.0
-0.6900774499999983,-0.3409495899999993,-0.5330804000000003,-0.10102343000000003,0.7299999999999998,83.0
-0.6635984499999983,-0.4423235899999993,-0.5197704000000003,-0.046316430000000026,0.7199999999999998,58.0
-0.6396814499999983,-0.3967585899999993,-0.5696584000000003,-0.07530343000000003,0.7299999999999998,50.0
-0.6825684499999983,-0.4753915899999993,-0.4512714000000003,-0.09428143000000003,0.7399999999999998,18.0
-0.6606254499999983,-0.4298885899999993,-0.5010314000000003,-0.12153543000000003,0.7499999999999998,42.0
-0.6658204499999982,-0.39725558999999927,-0.5319264000000004,-0.11168643000000003,0.7399999999999998,44.0
-0.6579514499999982,-0.49291858999999927,-0.49405940000000037,-0.03665243000000003,0.7299999999999998,39.0
-0.6411524499999982,-0.4508505899999993,-0.5394574000000003,-0.06058343000000003,0.7399999999999998,3.0
-0.6444444499999982,-0.4062985899999993,-0.5851754000000003,-0.05069543000000003,0.7299999999999998,21.0
-0.6899754499999982,-0.5321525899999993,-0.4307584000000003,-0.06567843000000002,0.7399999999999998,30.0
-0.6951701499999982,-0.49951958999999924,-0.4616534000000003,-0.05582923000000002,0.7299999999999998,10.0
-0.6749931499999982,-0.48153758999999924,-0.49123440000000035,-0.05373023000000002,0.7399999999999998,114.0
-0.6801881499999981,-0.4489045899999992,-0.5221294000000003,-0.04388123000000002,0.7299999999999998,217.0
-0.6834805499999981,-0.40435258999999923,-0.5678474000000003,-0.03399323000000002,0.7199999999999998,196.0
-0.6973675499999981,-0.45312558999999925,-0.5030734000000003,-0.03057533000000002,0.7299999999999998,43.0
-0.675424549999998,-0.40762258999999923,-0.5528334000000004,-0.05782933000000002,0.7399999999999998,37.0
-0.715642549999998,-0.49066258999999923,-0.42728340000000037,-0.07292833000000001,0.7499999999999998,11.0
-0.698311549999998,-0.4511185899999992,-0.4746954000000004,-0.09794533000000001,0.7599999999999998,45.0
-0.703506549999998,-0.4184855899999992,-0.5055904000000003,-0.08809633000000001,0.7499999999999998,66.0
-0.708701249999998,-0.38585258999999916,-0.5364854000000003,-0.07824713000000001,0.7399999999999998,21.0
-0.7395672499999979,-0.4522145899999992,-0.43108040000000036,-0.08716533000000001,0.7499999999999998,66.0
-0.7192572499999978,-0.4336945899999992,-0.46120140000000037,-0.08713530000000001,0.7599999999999998,56.0
-0.7225492499999978,-0.38914258999999923,-0.5069194000000004,-0.07724730000000002,0.7499999999999998,73.0
-0.7146802499999978,-0.48480558999999923,-0.46905240000000037,-0.0022133000000000153,0.7399999999999998,27.0
-0.7198752499999977,-0.4521725899999992,-0.4999474000000004,0.007635699999999985,0.7299999999999998,75.0
-0.6959582499999978,-0.4066075899999992,-0.5498354000000004,-0.021351300000000014,0.7399999999999998,57.0
-0.7243492499999978,-0.47290758999999916,-0.44498640000000045,-0.025562600000000015,0.7499999999999998,52.0
-0.7084452499999978,-0.45078658999999915,-0.47616940000000046,-0.026735100000000015,0.7599999999999998,18.0
-0.7117376499999978,-0.4062345899999992,-0.5218874000000004,-0.016847100000000014,0.7499999999999998,8.0
-0.7169326499999977,-0.37360158999999915,-0.5527824000000005,-0.006998100000000014,0.7399999999999998,88.0
-0.7538936499999978,-0.5103805899999991,-0.3769874000000004,-0.03317910000000002,0.7499999999999998,40.0
-0.7470756499999978,-0.46187658999999914,-0.4291204000000004,-0.09422210000000003,0.7599999999999998,59.0
-0.7454648499999977,-0.39725258999999913,-0.5126934000000004,-0.07900610000000002,0.7499999999999998,20.0
-0.7454648499999977,-0.39725258999999913,-0.5126934000000004,-0.07900610000000002,0.7499999999999998,44.0
